0.021763061,0.021763061,0.016406166
0.023837135,0.023837135,0.027119955
0.030423993,0.030423993,0.027985285
0.033664216,0.033664216,0.03616674
0.038230008,0.038230008,0.036840623
0.041539364,0.041539364,0.041682661
0.043966422,0.043966422,0.046094808
0.048872484,0.048872484,0.044121797
0.049822724,0.049822724,0.056400847
0.052443235,0.052443235,0.048945527
0.05145296,0.05145296,0.051983331
0.052137772,0.052137772,0.053430023
0.055246991,0.055246991,0.050999962
0.056521506,0.056521506,0.061310988
0.058344859,0.058344859,0.057253569
0.058356699,0.058356699,0.056470019
0.056412454,0.056412454,0.061346509
0.056197713,0.056197713,0.051420833
0.053142937,0.053142937,0.055825796
0.052910301,0.052910301,0.052182181
0.053156929,0.053156929,0.050722927
0.04977044,0.04977044,0.056565679
0.047539437,0.047539437,0.042022715
0.042871525,0.042871525,0.044029916
0.042286061,0.042286061,0.042561944
0.042726678,0.042726678,0.040266323
0.041036508,0.041036508,0.045351766
0.040266914,0.040266914,0.037491436
0.038267666,0.038267666,0.037957541
0.036196621,0.036196621,0.039354021
0.034596348,0.034596348,0.031278301
0.030957054,0.030957054,0.033156722
0.029992767,0.029992767,0.028436139
0.029187003,0.029187003,0.02838544
0.02817763,0.02817763,0.030739431
0.028233297,0.028233297,0.025408019
0.026051939,0.026051939,0.028552442
0.024482703,0.024482703,0.024195357
0.021797191,0.021797191,0.020700309
0.019224591,0.019224591,0.020495907
0.017577576,0.017577576,0.016477558
0.014942819,0.014942819,0.015759262
0.012881512,0.012881512,0.012591636
0.010863693,0.010863693,0.010293637
0.008691885,0.008691885,0.009705805
0.007007332,0.007007332,0.006076213
0.004776921,0.004776921,0.005239979
0.00354767,0.00354767,0.003014572
0.00180101,0.00180101,0.002388459
0.00180101,0.00180101,0
0.002751517,0.002751517,0.003014572
0.004776921,0.004776921,0.005239979
0.007007332,0.007007332,0.006076213
0.008691885,0.008691885,0.009705805
0.010863693,0.010863693,0.010293637
0.012881512,0.012881512,0.012591636
0.014942819,0.014942819,0.015759262
0.017577576,0.017577576,0.016477558
0.019224591,0.019224591,0.020495907
0.021797191,0.021797191,0.020700309
0.024482703,0.024482703,0.024195357
0.026051939,0.026051939,0.028552442
0.028233297,0.028233297,0.025408019
0.02817763,0.02817763,0.030739431
0.029187003,0.029187003,0.02838544
0.029992767,0.029992767,0.028436139
0.030957054,0.030957054,0.033156722
0.034596348,0.034596348,0.031278301
0.036196621,0.036196621,0.039354021
0.038267666,0.038267666,0.037957541
0.040266914,0.040266914,0.037491436
0.041036508,0.041036508,0.045351766
0.042726678,0.042726678,0.040266323
0.042286061,0.042286061,0.042561944
0.042871525,0.042871525,0.044029916
0.047539437,0.047539437,0.042022715
0.04977044,0.04977044,0.056565679
0.053156929,0.053156929,0.050722927
0.052910301,0.052910301,0.052182181
0.053142937,0.053142937,0.055825796
0.056197713,0.056197713,0.051420833
0.056412454,0.056412454,0.061346509
0.058356699,0.058356699,0.056470019
0.058344859,0.058344859,0.057253569
0.056521506,0.056521506,0.061310988
0.055246991,0.055246991,0.050999962
0.052137772,0.052137772,0.053430023
0.05145296,0.05145296,0.051983331
0.052443235,0.052443235,0.048945527
0.049822724,0.049822724,0.056400847
0.048872484,0.048872484,0.044121797
0.043966422,0.043966422,0.046094808
0.041539364,0.041539364,0.041682661
0.038230008,0.038230008,0.036840623
0.033664216,0.033664216,0.03616674
0.030423993,0.030423993,0.027985285
0.023837135,0.023837135,0.027119955
0.021763061,0.021763061,0.016406166
